Author	Title	City	Publisher	Year	Pages	Size	Price
Agenda  (Buvard) en sousmains voor 1884 -1892	 (Byou-) voor 1883-1891	) Amst	A	Unknown	Unknown	Unknown	Unknown
Agenda  (Buvard) en sousmains voor 1884 -1892	 (Dames-) voor 1884-1886	) Arnst	A	Unknown	Unknown	Unknown	f 0.95
Agenda  (Buvard) en sousmains voor 1884 -1892	(Doorman's Zak-) voor 1891 en 1892	Utr	J	1892	Unknown	Unknown	f 1.30
Agenda  (Buvard) en sousmains voor 1884 -1892	 (Eekhoil"s Wand-) 1888-1892 Dagboek en veertiendaagsche kalender voor kantoor, magazijn, fabriek, bibliotheek, school en huiskamer	Leeuw	W	Unknown	Unknown	Unknown	f 0.45
Agenda  (Buvard) en sousmains voor 1884 -1892	 (Eekhoff's Zak-) 1889-1892	Leeuw	W	Unknown	Unknown	Unknown	f 0.30
Agenda  (Buvard) en sousmains voor 1884 -1892	(Kantoor-) voor 1884-1892	's Bosch	W	Unknown	Unknown	Unknown	f 1.50
Agenda  (Buvard) en sousmains voor 1884 -1892	 -(Kantoor-) voor 1884-1892	Amst	de Ruyter & Meijer	Unknown	Unknown	Unknown	f 0.75
Agenda  (Buvard) en sousmains voor 1884 -1892	(Kantoor-en Kabinet-) voor 1884 -1892 Met36 bladz	Arnst	de Ruyter & Meijer	Unknown	Unknown	Unknown	f 1.50
Agenda  (Buvard) en sousmains voor 1884 -1892	 -(Miniatuur-) voor 1885	Amst	Erven Kramer	1885	Unknown	Unknown	f 0.60
Agenda  (Buvard) en sousmains voor 1884 -1892	(Zak-') voor 1884-1886, 1e-3e jaarg	Amst	A	Unknown	Unknown	Unknown	f 0.80
Agenda (Zak.-) voor het jaar 1892. 'sBosch	W	Unknown	Unknown	1892	Unknown	Unknown	f 0.30
Aghina (J. J.)	Metrische doseering	) Hoorn	Kapteyn & Co	1889	Unknown	Unknown	f 0.30
Agnes [ps]	Lucie en Willem of de afgebeden kerstvreugde	Amst	Höveker & Zn	4885	Unknown	Unknown	f 0.15
Agnes de blinde	of de kleine bruid van het Heilig Sacrament	's Bosch	G	1885	Unknown	Unknown	f 0.50
Agricola (P.)	Jonker of barbierszoon	Zutph	Tbieme's Boek-en Muziekhandel	1888	Unknown	Unknown	Unknown
Agricolantrum of de val der Vrije Uni Leeuw.	A	Meijer	firma H	1886	Unknown	Unknown	Unknown
Agricultura	Officiëel tijdblad voor de Internationale Landbouw-Tentoonstelling te Amsterdam	Amst	J	1884	Unknown	Unknown	Unknown
Agt (Martin P. van)	Taaloefeningen voor de middelklas der lagere school	Tie!	D	1883	Unknown	Unknown	f 0.15
Ahlgren (Ernst) [Mevr. Victoria Benedictsson -Bruzelius]	Geld	Amst	A	1886	Unknown	Unknown	f 2.90
Ahlgren (Ernst) [Mevr	 -Mevrouw Marianne	Unknown	Unknown	1891	Unknown	Unknown	f 1.90
Ahlgren (Ernst) [Mevr	 Primula veris	Amst	P	1888	Unknown	Unknown	Unknown
Ahn (F.)	Gemakkelijke leerwijze tot het aanleeren der Hoogduitsche taal	Roerm	J	4890	Unknown	Unknown	Unknown
Ahn (F.)	 -Nieuwe en gemakkelijke leerwijze der Hoogduitsche taal	Amst	Schalekamp, v	1888	Unknown	Unknown	f 0.50
Aimard (Gust.)	De goudkoorts	's Hage	De Erven J	1891	Unknown	Unknown	f 1.50
Aimard (Gust.)	 De page van Graaf du Luc	's Bosch	W	1886	Unknown	Unknown	f 1.25
Aimard (Gust.)	 - De rancho aan de Lianenbrug Naar het Fransch	-Nijm	Gebr	1883	Unknown	Unknown	f 1.25
Aimard (Gust.)	 De scalpjagers	Rott:	D	1887	Unknown	Unknown	f 0.60
Aimard (Gust.)	 Diana de Saint-Hyrem	Rott	(Amst	1885	Unknown	Unknown	f 1.25
Aimard (Gust.)	 Tooneelen uit Amerikaansche wildernissen	Amst	Jan Leendertz (& Zn	1983	Unknown	Unknown	f 3.20
Aitton (D.)	Aardrijkskunde van Nederland, ten dienste van gymnasiaal en middelbaar onderwijs	Gron	P	1891	Unknown	Unknown	f 0.90
Unknown	Aardrijkskundig leerboekje voor de hoogste klassen der lagere school	Cremer (Gron	P	1890	Unknown	Unknown	f 0.40
Unknown	Aardrijkskundig Beknopt leerboek der aardrijkskunde	Gron	P	1885	Unknown	Unknown	f 1.35
Unknown	Aardrijkskundig  Nederlandsch Oost-en West-Indië	Gron	P	1889	Unknown	Unknown	Unknown
Unknown	Aardrijkskundig  --Overzicht der algemeene geschiedenis	(Gron	P	1891	Unknown	Unknown	f 1.25
Aken (J. M. van)	Bezint eer gij begint	Purmerend	J	1886	Unknown	Unknown	f 0.60
Unknown	Aken (M	's Hage	Gebr	Unknown	Unknown	Unknown	f 0.75
Aken (S.van)	Beknopte methodiek voor het onderwijs in de vrije-en ordeoefeningen, het vrij-springen en het spelen; benevens opmerkingen over hygiëne, enz	Amst	J	1891	Unknown	Unknown	f 0.90
Aken (S.van)	De gymnastiek in de volksopvoeding, in verband met de nieuwe wet op het lager onderwijs en de regeling onzer levende strijd benevens een ontwerp -programma	-krachten	Rott, Nijgh & van Ditmar	1890	Unknown	Unknown	f 0.45
Aken (S.van)	Lichaamsoefening en volksweerbaarheid	Rott	Nijgh & van Ditmar	1888	Unknown	Unknown	f 0.30
Akkerhuys JEz. (L.)	Leve »Neêrlands hope!" Feestlied op den Sen verjaardag van H	Schoonh	S	1885	Unknown	Unknown	f 0.03
Akkerhuys JEz. (L.)	Nederlandsche feestliederen op 49 Februari 1887	Schoonh	S	1887	Unknown	Unknown	f 0.01
Akkerhuys JEz. (L.)	Nederlandsche feestliederen, ter gele	prinses Wilhelmina, Sehoonh	S	1890	Unknown	Unknown	f 0.01
Akkerhuys JEz. (L.)	 »Neèrlands toekomst"	Schoonh	S	1885	Unknown	Unknown	f 0.03
Aladdin of de wonderlamp. (Javaansche vertaling.) Batavia	G	A'lam ('el-)	Zie Diwan de Zoheyr	Unknown	Unknown	Unknown	f 1.50
Alard van Amsterdam [ps.]	De lotgevallen der Amsterdamsche beurzen, sinds de stichting der stad	Amst	C	1888	Unknown	Unknown	Unknown
Albada (B. L. van)	De psychische geneeswijze door Dr	van Eeden	overgedrukt uit »De Nieuwe Gids" van Februari 1888, beoordeeld, voor zoover het door een leek te beoordeelen is	1888	Unknown	Unknown	f 0.40
Alberdingk Thijm (Catharina)	De godsdienst in het onderwijs der meisjes	Rott	Nijgh & van Ditmar	1885	Unknown	Unknown	f 0.25
Alberdingk Thijm (Catharina)	Een koninklijke misdaad	(Amst	R	1887	Unknown	Unknown	f 5.25
Alberdingk Thijm (Catharina)	Een vorstelijke doornenkroon	Dordr	J	1890	Unknown	Unknown	f 5.25
Alberdingk Thijm (Catharina)	 Galathea	Schiedam	H	4885	Unknown	Unknown	f 2.90
Alberdingk Thijm (Catharina)	H	Utr	F	1887	Unknown	Unknown	f 0.25
Alberdingk Thijm (Catharina)	 Het chrystoleum schilderen	Gouda	G	1888	Unknown	Unknown	f 0.50
Alberdingk Thijm (Catharina)	 Het geheim van den Czaar	Amst	N	1888	Unknown	Unknown	f 4.90
Alberdingk Thijm (Catharina)	 In vrijen tijd	Amst	A	Unknown	Unknown	Unknown	f 8.50
Alberdingk Thijm (Catharina)	 Lief en leed van jonge harten	Zutphen	W	1889	Unknown	Unknown	f 1.90
Alberdingk Thijm (Catharina)	Lucratieve betrekkingen voor vrouwen uit den beschaafden stand	Gouda	G	1884	Unknown	Unknown	f 0.60
Alberdingk Thijm (J. A.)	Dr	Amst	C	1632	Unknown	Unknown	f 0.30
Alberdingk Thijm (J. A.)	 Notre-Dame de Forest	Amst	C	1890	Unknown	Unknown	f 0.90
Alberdingk Thijm (J. A.)	 Over nieuwere beeldhouwkunst, vooral in Nederland	Rott	Nijgh & van Ditmar	1886	Unknown	Unknown	f 0.40
Alberdingk Thijm (J. A.)	Verspreide verhalen in proza	Amst	C	1884	Unknown	Unknown	Unknown
Alberdingk Thijm (J. A.)	Willen wij alleen de Gothiek? Amst		C	1883	Unknown	Unknown	f 0.30
Alberdingk Thijm (J. A. en C.)	Bundel gedichten, schetsen, novellen	Rott	Nijgh & van Ditmar	1883	Unknown	Unknown	f 3.60
Alberdingk Thijm (J. C.)	Levensschets van Pater Joannes Philippus Roothaan, generaal der Societeit van Jezus Met bijlagen, portret en fats	Amst	C	1886	Unknown	Unknown	Unknown
Alberdingk Thijm (K. J. L.),	Multatuli	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Alberdingk Thijm (P. P. M.)	De gestichten van liefdadigheid in België van Karelden Groote tot aan de XVte eeuw	Amst	C	4883	Unknown	Unknown	f 4.25
Albert [ps.]	Gescheiden en hereenigd	Nijm	P	1889	Unknown	Unknown	f 0.20
Albert [ps.]	 Het vaarwel	Nijm	P	1889	Unknown	Unknown	f 0.15
Alberti	Ontwerp-verordening plaatselijke directe belasting naar het inkomen der belastingschuldigen voor plattelands-gemeenten	Ileerenv	A	1884	Unknown	Unknown	f 0.20
Alberti (J. J.)	Nieuw handboek der wellevendheid	Tiel	H	1887	Unknown	Unknown	f 0.80
Alberts (A.)	Kind, eer uwen vader en uwe moeder! Hemelsche wegwijzer voor christelijke kinderen	Een leer- en gebedenboek bevattende de plichten der kinderen ten opzichte van hunne ouders	leermeesters, enz	1883	Unknown	Unknown	Unknown
Alberts (J. E.)	Over kanker	Gron	-critisch en P	1885	Unknown	Unknown	Unknown
Albrecht (J. E.)	Klapper op de Wetboeken en het Staatsblad van Nederlandsch-Indië, benevens op het Bijblad op dat Staatsblad, van het jaar 1816 tot en met 1883	Leid		1883	Unknown	Unknown	Unknown
Unknown	A	Leiden		1884	Unknown	Unknown	Unknown
A. W. Sijthoff. 1885	1886	In linnen band	elk jaar f 3	1886	Unknown	Unknown	f 3.50
A.  Id. id. Jaarg. 1884-1889. Leiden		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Albrecht (J	F	Rott	D	1889	Unknown	Unknown	f 0.50
Album der natuur. 1883-1885	onder redactie van P	Harting	D	Unknown	Unknown	Unknown	f 4.60
Unknown	Album Idem	Haart	H	1883	Unknown	Unknown	f 1.25
Unknown	Album  studiosorum Academiae Rheno-Traiec tinae 1636-4886	U1traiecti	J	1886	Unknown	Unknown	f 7.50
Album voor bedevaartgangers naar Bridle	voorstellende zeven van de voornaamste plaatsen, die door de pelgrims bezocht worden	Leiden	J	1886	Unknown	Unknown	f 0.25
Album voor Nederlandsche jonge dames	samengesteld door Catharina Alberdingk Thijm	Amst	A	1885	Unknown	Unknown	f 2.90
Unknown	Album  (Het)	Nijm	H	1883	Unknown	Unknown	Unknown
Unknown	Album (Humoristisch)	Rott	Nijgh & van Ditmar	Unknown	Unknown	Unknown	f 4.50
Album (Humoristisch)	Idem	Rott	Nijgh & van Ditmar	1883	Unknown	Unknown	f 0.75
Album (Humoristisch)	(Literarisch), verzameld door J	Edam	J	1890	Unknown	Unknown	Unknown
Unknown	Album T	Amst	Francois Buffa & Fils; Fred	4885	Unknown	Unknown	Unknown
Aleoek (D.)	Arthur Erskine	Amst	Hoveker & Zoon	1886	Unknown	Unknown	f 3.70
Aleoek (D.)	 De Czaar	Amst	Höveker & Zn	1884	Unknown	Unknown	f 2.90
Aleoek (D.)	 De vreemdeling in de valleien	Amst	Höveker & Zn	1884	Unknown	Unknown	f 0.60
Aleoek (D.)	Genoveva	Amst	Kirberger en Kesper	1888	Unknown	Unknown	f 2.50
Aleoek (D.)	 In 's Konings dienst	Nijkerk	G	1885	Unknown	Unknown	Unknown
Aleoek (D.)	Kruis en kroon	Amst	Höveker & Zn	1886	Unknown	Unknown	f 0.60
Aleoek (D.)	 Raymond Chalcondyles of Rome in de vijftiende eeuw	Amst	Höveker & Zn	1884	Unknown	Unknown	f 1.50
Aleott (Louise M.)	Aan 't einde der baan	Zutphen	W	1889	Unknown	Unknown	f 1.90
Aleott (Louise M.)	 De hand aan den ploeg	Amst	P	1884	Unknown	Unknown	f 1.90
Aleott (Louise M.)	 De kostschool van meneer Beer	Zutphen	W	1889	Unknown	Unknown	f 1.90
Aleott (Louise M.)	 De wereld in! Uit het Eng	Zutph	W	1886	Unknown	Unknown	f 1.90
Aleott (Louise M.)	 -Een handje helpen	Zutph	W	1888	Unknown	Unknown	f 1.90
Aleott (Louise M.)	Fijne handschoenen en andere verhalen	Zutphen	W	1884	Unknown	Unknown	f 1.90
Aleott (Louise M.)	 - Goudsbloempje en andere verhalen	Amst	P	1887	Unknown	Unknown	f 1.50
Aleott (Louise M.)	 - In het schemeruur	Amst	P	1886	Unknown	Unknown	f 0.90
Aleott (Louise M.)	 Lina's keuze	Amst	L	1891	Unknown	Unknown	f 0.15
Aleott (Louise M.)	Onder de seringen	Amst	P	1888	Unknown	Unknown	f 1.50
Aleott (Louise M.)	Onder moedervleugels	Zutphen	W	1888	Unknown	Unknown	f 1.90
Aleott (Louise M.)	Onder 't lommer	Amst	P	1888	Unknown	Unknown	f 0.90
Aleott (Louise M.)	 Op de wandeling	Amst	P	1888	Unknown	Unknown	f 0.90
Aleott (Louise M.)	 Op eigen wieken	Zutphen	W	1889	Unknown	Unknown	f 1.90
Aleott (Louise M.)	Tilda en hare lammetjes	Utr	Kemink & Zn	1886	Unknown	Unknown	f 0.20
Aleott (Louise M.)	Uit Jo's schetsboek	Amst	Jan Leendertz	1883	Unknown	Unknown	f 1.90
Aleott (Louise M.)	 Vóór bedtijd	Amst	P	1886	Unknown	Unknown	f 0.90
Aleott (Louise M.)	 Vrouwenharten	Zutphen	W	1890	Unknown	Unknown	f 1.90
Aleott (Louise M.)	Zonneschijntje	Amst	P	1883	Unknown	Unknown	f 1.50
Aldegonde [ps.]	Naar Frankrijk, front Amst		L	1890	Unknown	Unknown	f 0.30
Aldershoff (W. G.)	De kleine George	Delfzijl	Jan Haan	1883	Unknown	Unknown	f 0.25
Aldershoff (W. G.)	 De zoon van den houthakker	Harderwijk	('s Hage) A	1889	Unknown	Unknown	f 0.12
Aldershoff (W. G.)	Een kerstnacht in de gevangenis	Delfzijl	Jan Haan	1885	Unknown	Unknown	f 0.85
Aldershoff (W. G.)	 Kees de koetsier	's Hage	A	1891	Unknown	Unknown	f 0.125
Aldershoff (W. G.)	 Peter de baanveger of God verlaat de zijnen niet	Delfzijl	Jan Haan	1884	Unknown	Unknown	f 0.25
Aldrich (Thomas Bailey)	Het drama te Stillwater	(Rott	D, Bolle) 1884	1884	Unknown	Unknown	f 3.60
Aleida [ps.]	Dapper en toch geen krijgsman Purmerend, J	Unknown	Unknown	1890	Unknown	Unknown	f 0.35
Aleida [ps.]	Zijn eerste zeereis	Purm	J	1890	Unknown	Unknown	f 0.35
Aleida [ps.]	De liedjeszangster	Unknown	Unknown	1890	Unknown	Unknown	f 0.35
Aleida [ps.]	Het nieuwe kostmeisje	Purm	J	1890	Unknown	Unknown	f 0.35
Aletrino (A.)	Uit den dood en andere schetsen	Amst	H	1889	Unknown	Unknown	f 1.50
Aletrino (A.)	Zuster Bertha	Amst	W	1891	Unknown	Unknown	f 2.40
Alexander (Mrs.)	Het blinde noodlot	Amst	Holdert & Co	1891	Unknown	Unknown	f 1.50
Alexander [ps.]	Gids der Psalmen en Gezangen met naamlijst van de dichters der Gezangen	Het overige 1/5 wordt ten behoeve van een jongeling	die voor predikant studeert, aangewend)	1884	Unknown	Unknown	f 0.75
Unknown	Alexandra of de macht der liefde	Nijkerk	G	1886	Unknown	Unknown	f 1.80
Alexandre (M.)	De kwakzalvers uit den ouden tijd	Steenw	H	1883	Unknown	Unknown	Unknown
Alfara en Fabiës	De wrijfdokter	Amst	J	1888	Unknown	Unknown	f 0.60
Alfarabi's philosophische Abhandlungen. Aus Londener	Leidener und Berliner HanJschriften herausgegeben von Friedrich Biete-	Leiden	E	1890	Unknown	Unknown	Unknown
Unknown	Al-Hamdanl's Geographie der Arabischen Halbinsel	Amst	v	1891	Unknown	Unknown	Unknown
Allan (F.)	Geschiedenis en beschrijving van Haarlem, van de vroegste tijden tot op onze dagen, onder medewerking van C	Ekama	A	Unknown	Unknown	Unknown	f 1.60
Allard (H. J.)	Laurens en Vondel, bekeerder en bekeerling	Utr	P	Unknown	Unknown	Unknown	f 0.60
Allardyce (Alex.)	De stad van den zonnenschijn	(Rott	D	1887	Unknown	Unknown	f 5.50
Allébé (G. A. N.)	De ontwikkeling van het kind naar lichaam en geest	Amst	Tj	1887	Unknown	Unknown	f 2.60
Allegearre lokkig. Blyspil yn trye bidrjuwen	fen F	's Hage	Joh	1884	Unknown	Unknown	f 0.30
Allershof (E.)	Handleiding tot het ontginnen onzer heidevelden	Haarl	De Erven Loosjes	1885	Unknown	Unknown	f 2.50
Unknown	Allerzielennacht (In den)	Roerm	J	Unknown	Unknown	Unknown	f 0.20
Alles in Christus. 3e druk. 'silage	H	Unknown	Unknown	1885	Unknown	Unknown	f 0.20
Alles wel. Lied	gecomponeerd voor twee stemmen, door Braham	Middelburg	F	Unknown	Unknown	Unknown	f 0.40
Alma [ps.]	Chloe en hare kindertjes	Utr	J	1888	Unknown	Unknown	f 0.30
Unknown	Alma Mater	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.15
Alma Tadema (Laurence)	Liefde's lijden	Haarl	Erven F	1886	Unknown	Unknown	f 2.40
Almanak voor 1884-1892. Zwolle	W	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.05
Almanak  -voor 1884-1892. Dev	A	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.20
Unknown	Almanak  ten dienste der gasverbruikers	door het ambtenaarspersoneel der gemeentegasfabriek van 's Gravenhage	ten behoeve van hunne »Voor Hage, M	1889	Unknown	Unknown	f 0.40
-- ten dienste der zeelieden	voor 4885 en 1886, berekend voor den meridiaan van Greenwich	Amst	de Wed	1884	Unknown	Unknown	f 1.50
Unknown	--Uilenspiegel voor 1887	Rott	Nijgh & v	1887	Unknown	Unknown	f 1.25
Unknown	-- Uitgeg	) Amst	B	Unknown	Unknown	Unknown	f 0.15
Unknown	-- van de Nederlandsche Vereeniging tot afschaffing van sterken drank, uitgegeven op last der Algemeene Vergadering	Amst	H	1892	Unknown	Unknown	Unknown
Unknown	Andriessen Jr	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.10
Unknown	Andriessen  van den Amsterdamsehen Studenten voor 1887-4891 (1e-5e jaarg	Amst	Brinkman & van der Meulen	Unknown	Unknown	Unknown	f 3.75
Unknown	-- van het Amsterdamsch Studentencorps voor 1884	Amst	de Erven H	1884	Unknown	Unknown	f 3.90
Almanak van het Leidsche Studentencorps	voor 1884 en 1885 (70e en 71e jaarg	) Leiden	S	Unknown	Unknown	Unknown	f 3,75
Almanak van het Leidsche Studentencorps	 van »Voor 't jonge Volkje"	's Hage	Joh	Unknown	Unknown	Unknown	f 0.60
Unknown	Almanak voor de jeugd	Nijmegen	P	Unknown	Unknown	Unknown	f 0.40
Almanak voor de provincie Friesland voor 1884 -1892. Leeuw.	L	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.30
Unknown	Almanak voor de volkspartij in Friesland	Sneek	H	1892	Unknown	Unknown	f 0.25
Almanak voor den handel	voor 1884-1889	Rott	Nijgh & van Ditmar	Unknown	Unknown	Unknown	f 0.50
Almanak  -voor het jaar 5652 (1891/92)	door G	Amst	J	Unknown	Unknown	Unknown	f 0.12
Almanak  -voor het jaar 5652 (1891/92)	voor koophandel en zeevaart, uitgeg	Amst	De kl	Unknown	Unknown	Unknown	f 1.50
Almanak  -voor het jaar 5652 (1891/92)	voor landbouwers en veehouders voor 1884-1892	Middelb	J	1887	Unknown	Unknown	f 0.50
Almanak  -voor het jaar 5652 (1891/92)	 (Akkeringa's Amsterdamsche) voor huis en kantoor	Amst	A	Unknown	Unknown	Unknown	f 0.60
Almanak  -voor het jaar 5652 (1891/92)	 (Amersfoortsche schrijf-), voor het jaar 1884-1892	Amersf	A	Unknown	Unknown	Unknown	f 0.07
Almanak  -voor het jaar 5652 (1891/92)	 (Amsterdamsche schrijf-) voor 1884 -4892	Amst	Gebr	Unknown	Unknown	Unknown	f 0.70
Almanak  -voor het jaar 5652 (1891/92)	 - (Arnhemschel, voor de jaren 1884 -1892	Arnh	G	Unknown	Unknown	Unknown	f 0.07
Almanak  -voor het jaar 5652 (1891/92)	(Van Braam's en Thompson'sschrijf-) Magnus	Rott	E	Unknown	Unknown	Unknown	f 0.35
Almanak (Bredasche) voor 1884-1892. Breda.	Broese & Co	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.20
Almanak (Bredasche) voor 1884-1892	 (Buys' Zeemans) voor 1887-1892, met betrekking tot den meridiaan van Greenwich, onder toezicht van P	Amst	Joh	Unknown	Unknown	Unknown	f 2.50
Almanak (Bredasche) voor 1884-1892	(Christelijke Volks-) »De Unie" voor stad en land	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.30
Almanak (Bredasche) voor 1884-1892	 (Dames-) voor 1889-4892	Amst	Gebr	Unknown	Unknown	Unknown	Unknown
Almanak (Bredasche) voor 1884-1892	 - (Dames-) voor 1884-1891	Deventer	A	Unknown	Unknown	Unknown	f 0.35
Almanak (Bredasche) voor 1884-1892	 (Delftsche Studenten-) voor 1883 -1886, Delft,J	; voor 18874891 Delft	gedr	Unknown	Unknown	Unknown	f 3.75
Almanak (Bredasche) voor 1884-1892	 (Deventer) 1884 -1892	Deventer	Deventer Boek-en Steendrukkerij (vroeger J	Unknown	Unknown	Unknown	Unknown
Almanak (Bredasche) voor 1884-1892	 (Deventer Hoveniers-) 1884--1892	Amst	D	Unknown	Unknown	Unknown	f 0.125
Almanak (Bredasche) voor 1884-1892	 (De Erven J	'sHage	De Erven J	Unknown	Unknown	Unknown	f 0.10
Almanak (Bredasche) voor 1884-1892	 (De Erven Stichters Enkhuizer) voor 1884-1892	Amst	Gebr	Unknown	Unknown	Unknown	f 0.12
Almanak (Bredasche) voor 1884-1892	 (Friesche) voor 1884 --1892	Leeuw		Unknown	Unknown	Unknown	Unknown
Unknown	A	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
A  (Friesche) voor 1884-1892. Leeuw.	R	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
A  (Friesche) voor 1884-1892	 (Friesche Volks-) voor 1884 -4891	Leeuw	A	Unknown	Unknown	Unknown	f 0.90
A  (Friesche) voor 1884-1892	(Geïllustreerde Familie-) voor het jaar 1885	Utr	Kemink & Zn	1885	Unknown	Unknown	f 0.50
A  (Friesche) voor 1884-1892	(Geïllustreerde Wand-) voor 1888	Schied	H	1888	Unknown	Unknown	f 0.30
Almanak (Geldersche) 1884-1892. Arnh.	Stenfert Kroese & v	Arnh	P	1884	Unknown	Unknown	f 0.60
Almanak (Geldersche) 1884-1892	(Geparfumeerde Dames-) voor 18841886	Deventer	A	Unknown	Unknown	Unknown	f 0.60
Almanak (Geldersche) 1884-1892	 (Gorinchemsche) voor 1884-1887, Gorinch	Visser; voor '1888 Gorinch	G	Unknown	Unknown	Unknown	f 0.35
Almanak (Geldersche) 1884-1892	('s-Gravenhaagsche) voor '1884-1892	Rott	E	Unknown	Unknown	Unknown	f 0.15
Almanak (Geldersche) 1884-1892	 (Groningsche Studenten-) voor 1884'1892	Gron	J	Unknown	Unknown	Unknown	Unknown
Almanak (Geldersche) 1884-1892	 (Groningsche Volks-) voor 1890'1892	Gron	Erven B	Unknown	Unknown	Unknown	f 1.80
Almanak (Geldersche) 1884-1892	gangen, per jaarg	Amst	Ipenbuur & van Seldam	Unknown	Unknown	Unknown	f 0.10
Almanak (Geldersche) 1884-1892	 (Haarlemsche) voor 1884 -1892	Leid	C	Unknown	Unknown	Unknown	f 0.10
Almanak (Geldersche) 1884-1892	 -(Indische Cultuur-) 1887 -1892	Jr	Joh	Unknown	Unknown	Unknown	Unknown
Almanak (Geldersche) 1884-1892	(Israelitische) voor het jaar der Schep Joachims--ping (5)644-(5)652	Amst	J	Unknown	Unknown	Unknown	f 0.12
Almanak (Geldersche) 1884-1892	 (Kamer ) voor 1884-1887	Bev	A	Unknown	Unknown	Unknown	f 0.20
Almanak (Geldersche) 1884-1892	(Kantoor-) voor 1884-1892, in kleurendruk	Middelb	J	Unknown	Unknown	Unknown	f 0.225
Almanak (Geldersche) 1884-1892	(Kantoor-) voor 1888-1892	Roermond	J	Unknown	Unknown	Unknown	f 0.05
Almanak (Kantoor-) voor 1888-1892. Schiedam	H	Unknown	Unknown	1887	Unknown	Unknown	f 0.10
Almanak (Kantoor-) voor 1888-1892	(Kantoor-) 1889-1892	's Hage	M	Unknown	Unknown	Unknown	f 0.10
Almanak (Kantoor-) voor 1888-1892	(Kantoor-) bij de Bont te Rotterdam,, (Katholieke dubbeltjes -) voor 1885'1892, (1e--8e jaarg	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.10
Almanak (Kantoor-) voor 1888-1892	 (Van Keulen's) voor de kleine vaart (Noordzee, Zuiderzee en binnenvaart) , voor 1887 en '1888	Amst	H	Unknown	Unknown	Unknown	f 0.75
Almanak (Kantoor-) voor 1888-1892	 (Van Keulen's) voor de zee-visscherij, (Noordzee, Zuiderzee en Schelde) voor het jaar 1887	Amst	H	1887	Unknown	Unknown	f 1.50
Almanak (Kantoor-) voor 1888-1892	 (Koevorder) voor 1884-1891	Assen	Gebr	Unknown	Unknown	Unknown	f 0.10
